用户码,曾助力,曾拼团,曾推荐,设备,城市类型,R值,M值,裂变类型,是否转化
34799,1,0,1,电脑,二线,5,916.8,情侣花享,0
34800,1,0,0,手机,一线,3,196.09,没有促销,0
34801,1,1,1,手机,二线,5,606.59,情侣花享,0
34802,1,0,0,电脑,二线,7,377.72,没有促销,0
34803,1,0,1,电脑,一线,6,435.45,情侣花享,0
34804,1,0,0,其它,二线,1,399.28,情侣花享,0
34805,0,1,0,电脑,二线,7,126.42,没有促销,0
34806,1,1,0,电脑,二线,2,279.56,拼团盛放,0
34807,1,0,1,手机,一线,5,600.24,拼团盛放,0
34808,1,0,1,手机,二线,3,719.16,情侣花享,0
34809,1,0,0,手机,一线,8,201.1,情侣花享,0
34810,0,1,1,其它,一线,4,633.97,拼团盛放,0
34811,1,0,0,电脑,二线,10,190.84,没有促销,0
34812,0,1,0,手机,二线,9,180.68,拼团盛放,0
34813,0,1,1,电脑,一线,5,376.53,拼团盛放,0
34814,1,0,1,手机,一线,8,43.15,没有促销,0
34815,1,0,0,手机,一线,10,265.32,情侣花享,0
34816,1,0,0,电脑,一线,2,206.82,拼团盛放,0
34817,0,1,1,电脑,一线,12,179.02,情侣花享,0
34818,0,1,1,电脑,一线,4,29.99,没有促销,0
34819,1,0,1,其它,二线,1,1509,情侣花享,1
34820,0,1,0,手机,二线,2,29.99,情侣花享,0
34821,1,0,1,手机,一线,10,47.08,情侣花享,0
34822,1,0,1,电脑,二线,6,95.15,情侣花享,1
34823,0,1,1,电脑,一线,2,557.85,没有促销,0
34824,1,1,1,手机,二线,1,480.66,拼团盛放,1
34825,1,0,1,手机,二线,8,167.66,情侣花享,0
34826,0,1,1,电脑,二线,11,89.36,拼团盛放,1
34827,0,1,0,手机,一线,6,92.32,情侣花享,0
34828,0,1,0,电脑,二线,6,307.03,情侣花享,0
34829,0,1,0,手机,二线,3,175.3,情侣花享,0
34830,1,0,1,手机,二线,3,136.93,情侣花享,0
34831,1,0,0,手机,二线,11,47.17,没有促销,0
34832,1,0,0,手机,中小,6,36.62,拼团盛放,0
34833,0,1,1,手机,一线,3,29.99,拼团盛放,0
34834,1,0,0,电脑,一线,9,41.3,情侣花享,0
34835,1,0,1,电脑,二线,5,110.78,拼团盛放,0
34836,1,0,0,其它,中小,2,286.24,拼团盛放,0
34837,1,0,1,其它,一线,1,266.06,情侣花享,0
34838,0,1,1,电脑,中小,9,46.62,情侣花享,0
34839,1,0,1,电脑,二线,9,29.99,拼团盛放,0
34840,1,1,1,手机,中小,1,1089.03,拼团盛放,1
34841,1,0,0,手机,一线,6,43.16,情侣花享,0
34842,0,1,0,电脑,二线,7,194.28,拼团盛放,0
34843,1,0,0,其它,一线,3,310.13,没有促销,0
34844,1,1,0,其它,二线,2,201.7,情侣花享,1
34845,1,0,0,手机,中小,5,115.89,没有促销,0
34846,0,1,1,电脑,一线,10,194.08,拼团盛放,0
34847,1,0,1,电脑,二线,3,42.61,没有促销,0
34848,1,0,1,电脑,一线,10,116.99,没有促销,0
34849,1,0,1,电脑,二线,8,29.99,情侣花享,0
34850,0,1,1,电脑,二线,1,89.1,情侣花享,0
34851,1,0,1,手机,中小,5,617.12,拼团盛放,0
34852,0,1,1,手机,一线,7,67.67,情侣花享,0
34853,0,1,0,手机,二线,3,195.57,情侣花享,0
34854,1,0,1,其它,二线,12,260.84,拼团盛放,0
34855,1,0,0,电脑,一线,9,155.12,没有促销,0
34856,0,1,1,电脑,二线,11,80.93,情侣花享,0
34857,1,0,0,手机,二线,1,195.76,情侣花享,1
34858,1,0,0,手机,一线,3,104.27,情侣花享,0
34859,0,1,0,手机,二线,6,483.86,情侣花享,0
34860,0,1,1,手机,一线,1,51.72,拼团盛放,0
34861,0,1,1,手机,中小,5,29.99,没有促销,0
34862,1,0,1,电脑,一线,4,56.78,拼团盛放,0
34863,1,0,0,手机,一线,6,200.59,没有促销,0
34864,1,1,0,手机,一线,4,298.75,没有促销,0
34865,1,0,0,电脑,一线,10,42,没有促销,0
34866,0,1,1,手机,一线,12,89.19,拼团盛放,0
34867,0,1,0,手机,一线,3,251.45,情侣花享,0
34868,0,1,1,手机,二线,1,548,拼团盛放,1
34869,1,0,1,手机,二线,10,501.24,没有促销,0
34870,0,1,1,手机,二线,4,31.65,没有促销,0
34871,1,0,1,电脑,一线,10,110.89,拼团盛放,0
34872,0,1,0,其它,二线,9,315.23,情侣花享,0
34873,1,1,1,电脑,二线,1,559.63,没有促销,0
34874,0,1,0,电脑,一线,1,81.35,情侣花享,0
34875,1,0,1,手机,二线,8,29.99,没有促销,0
34876,0,1,1,手机,二线,8,319.78,没有促销,0
34877,0,1,1,电脑,二线,10,143.21,情侣花享,0
34878,1,0,1,手机,一线,9,113.83,拼团盛放,0
34879,0,1,1,其它,二线,2,744.47,没有促销,0
34880,0,1,1,电脑,二线,10,29.99,拼团盛放,0
34881,1,0,1,手机,二线,1,551.28,没有促销,0
34882,0,1,0,手机,一线,6,41.41,没有促销,0
34883,0,1,1,电脑,一线,1,536.78,拼团盛放,0
34884,0,1,0,手机,一线,10,29.99,拼团盛放,0
34885,0,1,0,电脑,中小,11,29.99,情侣花享,0
34886,0,1,0,电脑,二线,6,91.11,没有促销,0
34887,0,1,1,手机,中小,6,38.72,情侣花享,1
34888,1,0,1,电脑,二线,1,189.23,拼团盛放,0
34889,0,1,0,手机,一线,2,63.13,情侣花享,0
34890,1,1,1,电脑,二线,6,618.49,拼团盛放,1
34891,0,1,0,手机,二线,1,192.29,拼团盛放,0
34892,1,0,1,电脑,二线,10,59.34,没有促销,0
34893,0,1,1,电脑,一线,1,907.51,没有促销,1
34894,0,1,0,手机,中小,2,106.84,情侣花享,0
34895,1,0,1,电脑,一线,5,259.66,拼团盛放,1
34896,1,0,0,手机,一线,10,62.37,情侣花享,0
34897,1,0,0,电脑,一线,4,123.44,没有促销,0
34898,1,0,0,手机,一线,1,335.74,拼团盛放,0
34899,1,0,0,其它,一线,10,279.54,没有促销,0
34900,1,0,0,电脑,二线,10,191.87,情侣花享,0
34901,0,1,1,电脑,一线,1,85.84,没有促销,0
34902,1,0,1,电脑,二线,5,506.47,情侣花享,0
34903,0,1,0,手机,一线,3,71.42,拼团盛放,0
34904,0,1,0,电脑,一线,1,111.89,情侣花享,0
34905,1,0,1,手机,二线,9,127.13,情侣花享,0
34906,0,1,1,手机,二线,3,246.9,拼团盛放,0
34907,0,1,1,电脑,二线,11,97.53,拼团盛放,0
34908,0,1,1,电脑,二线,4,110.83,情侣花享,0
34909,0,1,0,电脑,中小,2,257.56,没有促销,0
34910,1,0,0,电脑,一线,1,29.99,情侣花享,0
34911,0,1,0,电脑,二线,8,189.34,没有促销,0
34912,0,1,1,手机,一线,1,748.95,拼团盛放,0
34913,0,1,0,手机,一线,10,95.07,情侣花享,0
34914,1,0,1,电脑,一线,1,29.99,情侣花享,0
34915,1,0,0,电脑,一线,7,32.91,情侣花享,0
34916,1,0,1,电脑,二线,11,48.93,情侣花享,0
34917,0,1,0,其它,一线,10,307.64,情侣花享,0
34918,1,0,0,手机,一线,10,87.58,情侣花享,0
34919,0,1,0,电脑,二线,8,67.97,没有促销,0
34920,1,1,1,电脑,中小,10,453.31,拼团盛放,0
34921,0,1,1,其它,二线,12,266.19,拼团盛放,0
34922,1,0,0,电脑,一线,1,399.8,没有促销,1
34923,1,0,0,电脑,一线,2,211.25,情侣花享,1
34924,0,1,1,其它,中小,1,1748.15,拼团盛放,0
34925,1,0,1,其它,一线,9,201.01,情侣花享,0
34926,0,1,1,电脑,二线,4,50.37,情侣花享,0
34927,1,0,1,手机,中小,2,105.14,拼团盛放,0
34928,0,1,0,电脑,一线,3,29.99,拼团盛放,0
34929,1,0,0,电脑,一线,8,105.55,没有促销,1
34930,1,0,1,手机,一线,5,123.6,情侣花享,0
34931,1,1,1,电脑,一线,2,1094.7,没有促销,1
34932,0,1,0,电脑,一线,2,48.16,情侣花享,1
34933,1,0,1,电脑,二线,1,72.2,情侣花享,1
34934,0,1,0,手机,一线,6,109.9,没有促销,0
34935,0,1,0,手机,二线,8,138.1,情侣花享,0
34936,0,1,1,手机,中小,9,117.76,拼团盛放,0
34937,1,1,1,电脑,一线,7,620.05,没有促销,0
34938,1,1,0,电脑,中小,5,307.63,没有促销,0
34939,0,1,0,电脑,二线,2,116.07,情侣花享,0
34940,0,1,1,手机,二线,4,179.24,情侣花享,0
34941,0,1,0,电脑,二线,5,77.36,拼团盛放,0
34942,1,0,1,电脑,二线,6,29.99,拼团盛放,0
34943,0,1,1,电脑,一线,8,572.55,没有促销,0
34944,0,1,0,手机,一线,9,265.15,情侣花享,0
34945,0,1,0,电脑,一线,9,223.1,拼团盛放,0
34946,1,0,0,手机,二线,9,29.99,没有促销,0
34947,1,0,0,手机,中小,3,29.99,拼团盛放,0
34948,1,0,0,手机,一线,10,232.59,拼团盛放,0
34949,1,0,0,其它,一线,2,484.84,情侣花享,0
34950,0,1,1,电脑,一线,9,31.2,情侣花享,0
34951,0,1,1,电脑,一线,4,254.16,情侣花享,1
34952,0,1,0,电脑,中小,9,162.97,拼团盛放,1
34953,0,1,1,手机,二线,10,101.92,拼团盛放,0
34954,0,1,0,电脑,一线,2,346.89,没有促销,0
34955,0,1,1,手机,中小,10,62.07,情侣花享,0
34956,1,0,0,手机,一线,9,43.28,拼团盛放,0
34957,1,1,1,其它,二线,2,1073.69,拼团盛放,0
34958,1,0,1,其它,二线,1,504.17,没有促销,0
34959,1,0,0,电脑,一线,9,73.17,拼团盛放,0
34960,1,0,1,手机,二线,5,62.91,没有促销,0
34961,1,0,1,电脑,中小,10,72.85,拼团盛放,0
34962,0,1,0,手机,二线,1,29.99,情侣花享,0
34963,0,1,1,其它,中小,2,257.43,没有促销,0
34964,0,1,0,电脑,一线,9,30.97,拼团盛放,0
34965,1,0,0,电脑,一线,5,134.75,拼团盛放,1
34966,0,1,1,其它,二线,4,620.3,没有促销,0
34967,1,0,0,电脑,二线,5,102.69,没有促销,0
34968,1,0,1,其它,一线,2,1503.78,拼团盛放,1
34969,0,1,0,电脑,一线,10,476.47,情侣花享,0
34970,0,1,0,手机,二线,1,84.3,情侣花享,0
34971,0,1,0,电脑,中小,11,118.59,没有促销,0
34972,1,0,0,手机,一线,12,245.87,拼团盛放,0
34973,0,1,1,手机,一线,10,61.54,情侣花享,0
34974,1,0,1,电脑,二线,1,738.5,情侣花享,0
34975,0,1,1,电脑,一线,7,142.75,没有促销,0
34976,0,1,1,其它,一线,9,324.84,情侣花享,0
34977,0,1,1,手机,中小,2,336.7,情侣花享,0
34978,0,1,1,电脑,二线,10,58.13,拼团盛放,0
34979,1,0,1,电脑,一线,5,168.93,拼团盛放,0
34980,0,1,0,其它,一线,3,260.66,情侣花享,0
34981,1,0,0,手机,中小,3,405.57,情侣花享,0
34982,1,0,0,其它,二线,1,479.26,拼团盛放,0
34983,0,1,0,电脑,一线,7,50.95,情侣花享,0
34984,0,1,1,手机,二线,3,365.39,情侣花享,1
34985,0,1,1,电脑,一线,3,817.51,没有促销,0
34986,0,1,1,手机,一线,4,29.99,拼团盛放,0
34987,1,0,1,电脑,二线,10,623.55,没有促销,0
34988,0,1,1,其它,二线,10,457.22,没有促销,0
34989,0,1,0,手机,一线,1,375.98,拼团盛放,0
34990,1,1,1,其它,一线,10,684.57,拼团盛放,0
34991,1,0,0,电脑,二线,11,174.44,没有促销,0
34992,0,1,0,电脑,二线,2,273.79,情侣花享,0
34993,0,1,1,手机,二线,1,1576.13,拼团盛放,1
34994,1,1,1,手机,二线,11,565.66,没有促销,0
34995,1,1,0,其它,一线,4,363.6,没有促销,0
34996,0,1,1,电脑,一线,5,56.51,拼团盛放,0
34997,0,1,0,电脑,一线,2,434.92,拼团盛放,0
34998,1,0,0,电脑,一线,7,29.99,情侣花享,0
34999,1,0,0,手机,二线,9,138.21,没有促销,0
35000,0,1,0,电脑,一线,4,380.61,没有促销,0
35001,1,0,0,电脑,二线,1,477.6,情侣花享,1
35002,1,0,1,手机,一线,12,154.95,情侣花享,1
35003,0,1,1,电脑,二线,2,94.11,情侣花享,0
35004,0,1,0,其它,一线,3,447.29,拼团盛放,0
35005,1,0,1,手机,一线,3,29.99,情侣花享,0
35006,1,1,1,电脑,一线,8,292.3,情侣花享,0
35007,0,1,0,手机,一线,7,161.15,情侣花享,1
35008,1,0,1,手机,一线,2,203.95,情侣花享,1
35009,0,1,1,手机,二线,5,29.99,拼团盛放,0
35010,1,0,1,电脑,中小,5,29.99,情侣花享,0
35011,1,0,1,电脑,二线,6,247.23,没有促销,0
35012,1,0,0,手机,一线,6,445.45,没有促销,0
35013,0,1,0,电脑,一线,6,46.76,情侣花享,0
35014,0,1,0,手机,二线,11,424.86,拼团盛放,0
35015,0,1,0,其它,一线,3,406.17,没有促销,0
35016,0,1,0,其它,中小,3,215.41,情侣花享,1
35017,0,1,0,其它,二线,6,468.11,没有促销,0
35018,0,1,1,手机,一线,4,29.99,情侣花享,0
35019,1,0,1,手机,一线,6,518.8,情侣花享,0
35020,1,0,1,电脑,中小,6,76.25,没有促销,0
35021,0,1,1,电脑,一线,4,47.05,情侣花享,0
35022,0,1,0,手机,二线,6,101.51,没有促销,0
35023,0,1,0,手机,一线,10,94.75,没有促销,0
35024,1,0,0,手机,一线,9,29.99,拼团盛放,0
35025,0,1,0,手机,一线,5,282.48,没有促销,0
35026,0,1,1,电脑,一线,2,44.03,拼团盛放,0
35027,1,0,0,手机,二线,4,66.68,拼团盛放,0
35028,0,1,0,手机,二线,5,198.58,没有促销,0
35029,1,0,0,电脑,一线,8,29.99,没有促销,0
35030,0,1,0,其它,一线,1,323.24,没有促销,0
35031,1,0,0,电脑,中小,5,82.75,情侣花享,0
35032,0,1,0,手机,一线,8,198.78,情侣花享,0
35033,0,1,0,电脑,二线,5,68.31,没有促销,0
35034,0,1,1,其它,二线,5,611.62,情侣花享,0
35035,1,1,0,电脑,一线,2,234,没有促销,0
35036,1,1,1,其它,二线,1,696.83,情侣花享,1
35037,1,0,1,电脑,中小,10,113.08,没有促销,0
35038,1,0,1,电脑,二线,7,139.18,没有促销,0
35039,1,0,0,手机,二线,12,29.99,拼团盛放,0
35040,0,1,1,电脑,中小,5,101.56,拼团盛放,1
35041,1,0,0,手机,二线,2,29.99,情侣花享,1
35042,1,0,1,电脑,二线,7,106.6,情侣花享,0
35043,0,1,0,手机,二线,5,70,拼团盛放,0
35044,1,0,0,电脑,中小,12,89.55,情侣花享,1
35045,1,0,1,手机,一线,12,100.11,没有促销,0
35046,1,0,1,其它,一线,1,516.15,没有促销,0
35047,0,1,1,其它,一线,10,527.76,没有促销,0
35048,0,1,1,手机,二线,2,465.94,拼团盛放,0
35049,0,1,1,手机,二线,8,125.91,没有促销,0
35050,1,0,1,手机,二线,2,29.99,情侣花享,0
35051,0,1,0,电脑,二线,7,92.54,拼团盛放,0
35052,0,1,1,手机,二线,9,402.79,拼团盛放,0
35053,0,1,1,手机,二线,9,653.53,情侣花享,0
35054,1,0,0,手机,一线,2,275.13,没有促销,0
35055,0,1,0,手机,二线,2,389.72,情侣花享,0
35056,0,1,1,手机,一线,10,595.85,拼团盛放,0
35057,1,0,0,电脑,二线,4,170.03,拼团盛放,0
35058,0,1,0,手机,二线,9,43.22,没有促销,0
35059,0,1,0,电脑,中小,3,38.57,情侣花享,0
35060,0,1,1,电脑,二线,5,853.14,没有促销,0
35061,1,0,1,手机,二线,5,748.59,情侣花享,0
35062,1,0,1,手机,一线,8,170.09,情侣花享,1
35063,0,1,1,其它,二线,3,525.42,没有促销,0
35064,1,0,1,手机,一线,6,245.24,没有促销,0
35065,1,0,0,手机,中小,1,31.06,没有促销,0
35066,1,0,0,手机,一线,2,29.99,没有促销,0
35067,0,1,0,其它,二线,10,403.85,没有促销,0
35068,0,1,0,手机,一线,11,80.44,没有促销,0
35069,0,1,0,电脑,二线,8,92.37,没有促销,0
35070,1,0,1,手机,一线,8,29.99,情侣花享,0
35071,0,1,0,手机,中小,8,97.07,拼团盛放,0
35072,0,1,1,电脑,二线,2,258.05,没有促销,0
35073,1,0,1,电脑,二线,11,70.05,情侣花享,0
35074,1,0,1,电脑,二线,11,186.85,情侣花享,0
35075,1,0,0,电脑,二线,1,388.57,拼团盛放,0
35076,1,0,0,电脑,二线,10,104.99,没有促销,0
35077,1,0,1,电脑,一线,5,29.99,情侣花享,0
35078,1,0,0,手机,一线,7,44.85,情侣花享,0
35079,1,0,1,手机,二线,1,717.52,没有促销,1
35080,1,0,1,其它,中小,10,564.62,情侣花享,1
35081,1,0,1,其它,一线,1,822.15,没有促销,0
35082,1,0,1,电脑,一线,11,29.99,拼团盛放,0
35083,0,1,1,电脑,二线,1,97.51,没有促销,0
35084,0,1,0,手机,二线,6,44.33,情侣花享,0
35085,1,0,0,手机,二线,12,354.32,没有促销,0
35086,0,1,1,电脑,中小,6,263.84,拼团盛放,1
35087,0,1,1,手机,二线,7,80.98,拼团盛放,0
35088,1,0,1,手机,一线,8,29.99,拼团盛放,0
35089,0,1,1,手机,二线,1,1649.38,拼团盛放,0
35090,1,0,1,电脑,二线,10,831.52,情侣花享,0
35091,1,0,0,电脑,二线,6,229.69,情侣花享,0
35092,1,0,0,电脑,二线,9,215.72,没有促销,0
35093,1,0,1,手机,中小,5,72.59,没有促销,0
35094,0,1,1,电脑,二线,6,29.99,拼团盛放,0
35095,0,1,0,电脑,一线,7,342.23,情侣花享,0
35096,0,1,0,电脑,二线,9,74.27,没有促销,0
35097,1,0,1,手机,一线,12,119.27,拼团盛放,0
35098,1,0,0,手机,一线,2,41.49,情侣花享,1
35099,0,1,1,手机,二线,5,131.01,情侣花享,0
35100,1,1,0,其它,一线,2,495.54,拼团盛放,0
35101,1,0,0,电脑,一线,4,167.22,拼团盛放,0
35102,0,1,0,电脑,二线,10,37.59,没有促销,0
35103,0,1,0,电脑,一线,7,87.99,没有促销,0
35104,0,1,1,其它,二线,1,221.89,没有促销,0
35105,1,0,0,手机,一线,9,241.83,拼团盛放,0
35106,0,1,0,手机,二线,10,58.69,情侣花享,0
35107,1,0,1,手机,一线,9,46.62,没有促销,0
35108,1,1,1,手机,一线,1,656.75,拼团盛放,0
35109,0,1,1,电脑,一线,2,2129.05,情侣花享,0
35110,1,0,1,电脑,二线,5,87.04,情侣花享,0
35111,0,1,0,手机,一线,9,180.38,没有促销,0
35112,0,1,1,手机,中小,5,112.3,情侣花享,0
35113,0,1,0,电脑,一线,5,341.27,没有促销,0
35114,0,1,0,手机,一线,6,109.48,拼团盛放,0
35115,0,1,0,电脑,二线,4,247.56,情侣花享,0
35116,1,0,0,手机,二线,1,282.01,情侣花享,0
35117,1,0,1,手机,中小,11,71.48,没有促销,1
35118,1,0,0,电脑,一线,7,164.46,情侣花享,1
35119,0,1,1,手机,中小,2,29.99,情侣花享,1
35120,1,0,1,手机,一线,10,37,拼团盛放,0
35121,0,1,0,手机,二线,9,116.76,没有促销,0
35122,1,0,1,其它,二线,2,1018.16,没有促销,1
35123,1,0,1,电脑,二线,9,153.35,拼团盛放,0
35124,1,0,0,手机,二线,6,31.34,没有促销,0
35125,1,0,1,其它,二线,8,743.48,情侣花享,0
35126,0,1,0,手机,中小,2,203.13,没有促销,0
35127,0,1,1,电脑,二线,7,92.39,没有促销,1
35128,1,0,1,手机,中小,1,29.99,情侣花享,0
35129,0,1,0,电脑,一线,10,210.62,没有促销,0
35130,1,0,0,电脑,一线,4,404.9,拼团盛放,0
35131,0,1,0,电脑,二线,12,29.99,没有促销,0
35132,1,0,0,手机,二线,6,224.94,没有促销,0
35133,1,0,0,手机,一线,7,173.35,情侣花享,0
35134,1,0,1,电脑,二线,3,29.99,没有促销,0
35135,1,0,0,电脑,二线,3,60.87,没有促销,1
35136,0,1,0,手机,一线,1,53.87,没有促销,0
35137,0,1,0,手机,二线,10,36.73,拼团盛放,0
35138,1,0,1,手机,中小,10,223.7,拼团盛放,1
35139,1,1,0,手机,二线,10,402.4,情侣花享,0
35140,0,1,1,手机,一线,2,199.49,拼团盛放,0
35141,0,1,0,手机,二线,2,79.71,情侣花享,0
35142,1,1,1,手机,一线,1,659.31,情侣花享,0
35143,0,1,0,手机,二线,10,186.49,拼团盛放,1
35144,1,0,1,电脑,二线,8,135.01,没有促销,0
35145,1,0,0,电脑,一线,12,148.77,没有促销,0
35146,0,1,1,电脑,一线,9,125.4,没有促销,0
35147,1,0,1,手机,一线,8,29.99,没有促销,0
35148,1,0,0,电脑,一线,2,55.02,没有促销,0
35149,1,0,1,手机,一线,8,34.52,没有促销,0
35150,1,0,1,手机,一线,2,116.9,情侣花享,0
35151,0,1,1,电脑,中小,12,451.36,拼团盛放,0
35152,0,1,0,手机,一线,11,78.31,拼团盛放,0
35153,1,0,0,电脑,一线,10,99.39,情侣花享,0
35154,0,1,0,电脑,一线,10,29.99,拼团盛放,0
35155,1,0,1,手机,二线,1,29.99,情侣花享,1
35156,1,0,1,电脑,二线,2,294.94,没有促销,0
35157,0,1,1,电脑,二线,7,106.24,情侣花享,0
35158,1,0,1,电脑,中小,5,208.47,情侣花享,0
35159,1,0,1,手机,一线,3,156.55,没有促销,0
35160,1,0,0,电脑,二线,2,29.99,没有促销,1
35161,1,0,0,电脑,二线,1,149.8,没有促销,0
35162,1,0,1,电脑,一线,9,75.66,拼团盛放,0
35163,0,1,1,手机,中小,3,272.02,没有促销,0
35164,0,1,1,电脑,一线,6,29.99,情侣花享,0
35165,1,0,1,手机,一线,2,510.85,拼团盛放,0
35166,1,1,1,其它,二线,7,316.41,没有促销,1
35167,1,0,1,电脑,二线,10,148.46,没有促销,0
35168,1,0,0,电脑,一线,5,480.84,情侣花享,0
35169,0,1,0,电脑,二线,2,69.09,没有促销,0
35170,0,1,1,电脑,二线,8,36.97,没有促销,0
35171,1,0,0,电脑,二线,9,399.22,情侣花享,0
35172,1,1,1,手机,一线,4,232.54,拼团盛放,0
35173,1,0,0,电脑,一线,7,425.61,情侣花享,0
35174,0,1,1,手机,一线,2,846.18,拼团盛放,0
35175,0,1,0,手机,二线,10,182.51,没有促销,0
35176,1,0,0,手机,中小,3,29.99,没有促销,0
35177,1,0,0,电脑,中小,6,29.99,情侣花享,0
35178,1,0,0,手机,二线,5,168.02,没有促销,0
35179,1,0,1,手机,一线,3,71.27,拼团盛放,0
35180,0,1,0,手机,一线,4,29.99,情侣花享,0
35181,0,1,1,电脑,一线,2,729.77,拼团盛放,0
35182,1,0,0,其它,一线,7,455.36,没有促销,0
35183,1,0,0,手机,一线,7,114.64,没有促销,0
35184,1,0,1,手机,一线,8,152.91,拼团盛放,0
35185,0,1,0,手机,一线,2,283.03,情侣花享,0
35186,1,1,1,其它,一线,5,1137.65,情侣花享,0
35187,1,1,1,电脑,一线,6,747.05,情侣花享,0
35188,0,1,1,手机,一线,7,58.87,情侣花享,0
35189,0,1,1,电脑,二线,4,145.45,拼团盛放,0
35190,0,1,1,手机,一线,3,62.07,没有促销,0
35191,0,1,0,手机,一线,3,194.92,情侣花享,1
35192,1,0,0,手机,一线,9,165.97,拼团盛放,0
35193,1,1,0,电脑,二线,5,211.52,情侣花享,0
35194,1,0,0,手机,一线,10,72.77,没有促销,0
35195,1,1,0,其它,一线,1,254.69,没有促销,0
35196,0,1,0,电脑,二线,6,85.71,没有促销,0
35197,0,1,0,手机,中小,1,99.45,情侣花享,1
35198,1,0,0,手机,一线,2,64.58,情侣花享,1
35199,1,1,1,手机,二线,6,798.32,情侣花享,0
35200,0,1,1,手机,一线,1,251.9,没有促销,1
35201,0,1,1,手机,中小,4,46.39,情侣花享,0
35202,1,1,1,手机,一线,5,681.43,情侣花享,0
35203,0,1,0,手机,二线,3,131.3,没有促销,0
35204,0,1,1,手机,一线,4,42.46,没有促销,0
35205,0,1,0,电脑,中小,5,466.03,情侣花享,0
35206,0,1,1,手机,二线,1,734.25,情侣花享,0
35207,0,1,1,手机,二线,4,92.12,情侣花享,0
35208,0,1,0,电脑,二线,10,94.03,情侣花享,0
35209,1,0,0,电脑,中小,4,29.99,没有促销,0
35210,0,1,0,手机,一线,5,92.8,情侣花享,0
35211,0,1,1,手机,一线,3,29.99,情侣花享,0
35212,1,0,1,手机,一线,6,287.96,没有促销,0
35213,0,1,1,手机,一线,3,77.3,拼团盛放,0
35214,0,1,0,电脑,一线,10,347.02,没有促销,1
35215,0,1,0,电脑,中小,9,29.99,拼团盛放,1
35216,1,0,1,手机,一线,3,49.55,没有促销,0
35217,0,1,0,其它,一线,6,493.7,拼团盛放,0
35218,0,1,1,手机,一线,10,38.92,拼团盛放,0
35219,1,0,0,手机,中小,7,65.82,拼团盛放,0
35220,0,1,0,电脑,一线,2,29.99,拼团盛放,1
35221,1,1,1,电脑,二线,10,532.99,没有促销,0
35222,0,1,0,手机,二线,5,145.89,拼团盛放,1
35223,0,1,1,电脑,二线,8,30.41,情侣花享,0
35224,1,0,0,手机,二线,1,475.42,情侣花享,0
35225,0,1,0,手机,中小,11,336.64,没有促销,0
35226,1,0,1,手机,一线,10,139.83,情侣花享,0
35227,1,0,1,其它,二线,7,500.28,没有促销,0
35228,0,1,1,电脑,中小,4,59.55,没有促销,0
35229,0,1,0,手机,二线,1,29.99,没有促销,0
35230,1,0,1,电脑,一线,11,56.24,情侣花享,0
35231,0,1,0,其它,二线,3,402.33,情侣花享,0
35232,1,0,1,电脑,二线,7,147.81,情侣花享,0
35233,1,1,1,其它,中小,1,596.86,情侣花享,1
35234,1,0,0,电脑,二线,4,75.67,情侣花享,0
35235,1,0,0,电脑,一线,10,103.32,拼团盛放,0
35236,1,0,1,手机,二线,8,51.65,没有促销,0
35237,1,0,1,手机,一线,2,567.7,情侣花享,0
35238,1,0,0,其它,二线,2,350.47,拼团盛放,0
35239,0,1,1,手机,二线,11,395.65,情侣花享,0
35240,0,1,1,手机,一线,4,29.99,情侣花享,0
35241,0,1,0,手机,二线,2,498.04,拼团盛放,0
35242,1,0,0,手机,中小,6,29.99,没有促销,0
35243,1,0,0,其它,二线,1,349.94,情侣花享,0
35244,0,1,0,手机,中小,1,155.68,没有促销,0
35245,1,0,1,电脑,中小,7,50.76,没有促销,0
35246,1,0,0,其它,一线,6,436.68,情侣花享,1
35247,1,0,0,手机,二线,3,42.33,情侣花享,0
35248,1,0,0,电脑,二线,4,360.56,情侣花享,1
35249,1,0,0,手机,二线,7,108.17,情侣花享,0
35250,0,1,0,手机,中小,11,85.86,情侣花享,0
35251,0,1,0,电脑,一线,3,204.31,没有促销,0
35252,1,0,1,电脑,中小,12,46,拼团盛放,1
35253,1,0,1,电脑,二线,1,29.99,情侣花享,0
35254,0,1,1,手机,中小,2,292.92,拼团盛放,0
35255,0,1,0,电脑,二线,4,458.78,没有促销,0
35256,1,0,0,电脑,二线,12,29.99,情侣花享,0
35257,0,1,0,电脑,一线,7,302.22,没有促销,0
35258,0,1,0,手机,中小,4,88.12,拼团盛放,0
35259,1,0,1,手机,一线,4,221.4,拼团盛放,0
35260,1,0,1,手机,一线,3,29.99,情侣花享,0
35261,0,1,0,手机,一线,1,87.23,没有促销,0
35262,1,0,1,电脑,二线,10,57.94,情侣花享,0
35263,1,0,1,电脑,二线,6,29.99,情侣花享,1
35264,0,1,1,手机,二线,12,74.85,没有促销,0
35265,0,1,1,手机,二线,1,512.46,没有促销,1
35266,1,0,0,电脑,中小,1,114.68,情侣花享,0
35267,0,1,0,手机,一线,7,214.39,没有促销,0
35268,0,1,0,手机,二线,3,215.25,情侣花享,0
35269,0,1,0,电脑,二线,9,34.84,拼团盛放,1
35270,0,1,1,电脑,一线,5,29.99,没有促销,0
35271,0,1,0,手机,一线,7,295.96,情侣花享,0
35272,1,1,1,手机,一线,3,295.24,没有促销,0
35273,1,0,1,电脑,一线,10,39.18,没有促销,0
