用户码,性别,年龄,城市,入会月数,会员类型,活跃用户,会员积分,总消费,年收入,裂变方案,是否转化
4651,女,25,苏州,10,2,1,678,25143.73,94670.7876,疯狂打折,0
4652,女,26,杭州,5,1,1,690,9483.6,193878.5532,买一送一,0
4653,女,31,杭州,3,1,0,705,34900.27,147347.4441,疯狂打折,0
4654,女,34,苏州,4,1,1,539,26119.2,112695.5766,买一送一,0
4655,男,23,杭州,10,2,1,651,32523.75,0,买一送一,0
4656,男,31,杭州,6,2,0,579,4999.85,0,买一送一,0
4657,男,34,扬州,5,1,1,534,1002.01,209838.9594,疯狂打折,0
4658,男,34,杭州,6,2,0,625,37721.45,0,疯狂打折,0
4659,女,37,扬州,9,1,0,617,23683.8,125100.594,买一送一,0
4660,女,25,苏州,2,3,1,653,38118.01,194667.6966,买一送一,0
4661,女,40,苏州,10,1,0,588,23232.15,154407.4473,买一送一,1
4662,男,43,杭州,4,2,0,801,18850.12,195217.0884,疯狂打折,0
4663,男,30,扬州,8,2,1,606,366.04,221778.5079,买一送一,0
4664,女,53,苏州,5,2,1,535,14510.25,174188.3565,买一送一,0
4665,男,47,苏州,2,2,0,689,5950.55,146139.375,疯狂打折,0
4666,女,32,杭州,3,2,1,799,3429.82,130436.4816,买一送一,0
4667,男,46,苏州,5,1,1,736,14910.42,160899.8793,买一送一,1
4668,女,42,杭州,3,1,1,781,33589.67,192563.3142,买一送一,0
4669,男,41,苏州,5,1,0,497,16965.43,99067.6563,疯狂打折,1
4670,男,60,杭州,0,1,0,748,24233.9,187372.911,买一送一,1
4671,女,47,杭州,9,1,0,669,11122.41,75271.7442,买一送一,0
4672,男,36,扬州,4,1,0,748,15709.01,174135.4665,买一送一,0
4673,女,48,杭州,1,2,1,547,13243.42,220638.3102,疯狂打折,0
4674,女,46,杭州,6,1,0,376,30082.92,0,买一送一,1
4675,女,33,扬州,9,1,1,764,22750,207826.6671,疯狂打折,0
4676,男,36,扬州,1,2,0,578,27061.79,193439.5785,买一送一,0
4677,男,47,杭州,9,1,1,533,26328.15,102517.1175,买一送一,0
4678,女,38,杭州,3,2,1,628,9354.63,0,买一送一,0
4679,女,34,苏州,4,1,1,484,6450.91,182346.9342,疯狂打折,0
4680,男,39,杭州,4,2,0,425,37710.57,0,买一送一,0
4681,男,49,苏州,8,1,1,824,12979.99,163874.7204,买一送一,0
4682,男,38,杭州,4,1,1,601,7269.6,73816.9863,买一送一,0
4683,女,34,杭州,5,2,1,552,258.39,0,买一送一,0
4684,男,36,扬州,7,2,0,680,3844.97,0,买一送一,0
4685,男,39,杭州,8,2,0,709,10748.39,0,买一送一,0
4686,女,43,杭州,6,2,0,720,32993.83,169523.5569,买一送一,0
4687,男,61,杭州,7,1,1,747,28213.05,191846.9499,疯狂打折,0
4688,女,55,杭州,10,1,0,850,29804.88,121140.3384,买一送一,1
4689,男,54,苏州,3,1,0,484,9551.58,165297.3753,疯狂打折,1
4690,男,31,杭州,7,1,1,445,33631.65,178419.6057,买一送一,0
4691,女,36,杭州,10,1,0,411,23077.31,0,疯狂打折,0
4692,女,43,杭州,10,2,1,788,22201.05,0,买一送一,0
4693,女,35,苏州,5,1,1,683,34907.6,117709.5117,疯狂打折,0
4694,女,38,杭州,9,2,1,659,25393.72,0,买一送一,0
4695,女,27,扬州,5,2,0,678,28594.82,107132.8155,买一送一,0
4696,女,60,杭州,3,2,1,586,12092,57835.3995,疯狂打折,1
4697,女,67,扬州,4,1,1,838,14973.23,127019.394,买一送一,0
4698,女,34,杭州,3,2,1,426,11707.61,0,买一送一,0
4699,女,31,杭州,2,2,1,529,11662.18,201723.7515,买一送一,0
4700,男,33,杭州,9,2,0,559,21103.6,136603.8615,买一送一,0
4701,男,39,扬州,3,1,0,512,25789.32,0,买一送一,0
4702,男,42,苏州,9,2,1,732,12490.07,133760.1384,买一送一,0
4703,男,38,杭州,0,2,1,752,26327.76,179548.9917,买一送一,0
4704,男,44,杭州,2,1,1,748,16347.08,114281.1696,疯狂打折,0
4705,男,37,杭州,8,1,0,701,3244.11,132592.5855,买一送一,0
4706,男,61,扬州,8,1,1,580,18102.83,154883.2851,买一送一,0
4707,男,29,扬州,9,1,1,669,17954.41,0,买一送一,0
4708,女,35,扬州,6,1,0,688,4873.5,0,买一送一,1
4709,女,40,苏州,2,2,1,740,5891.55,150423.0591,买一送一,0
4710,女,29,杭州,5,2,0,832,34183.46,0,买一送一,0
4711,女,30,杭州,6,2,0,512,16984.18,0,买一送一,0
4712,男,44,扬州,8,2,0,598,28391.56,0,买一送一,0
4713,男,35,杭州,2,2,0,534,22116.35,100800.6402,买一送一,0
4714,男,47,扬州,2,1,0,767,9208.63,0,买一送一,1
4715,男,45,杭州,7,1,1,607,21615.97,152347.308,疯狂打折,0
4716,男,41,杭州,1,1,0,582,24575.3,49801.1748,买一送一,0
4717,女,31,扬州,6,1,1,714,9732.29,188099.718,买一送一,0
4718,女,49,扬州,1,2,1,717,23811.26,136363.1874,买一送一,1
4719,男,20,杭州,0,1,1,539,28059.78,102655.6278,买一送一,0
4720,女,29,苏州,2,2,1,568,20003.43,158887.7223,疯狂打折,0
4721,女,31,苏州,8,1,1,621,17281.88,123461.7297,买一送一,0
4722,女,29,杭州,9,1,0,691,9940.34,143339.8089,买一送一,0
4723,男,34,扬州,8,2,1,629,34530.59,0,买一送一,0
4724,男,44,杭州,0,2,1,607,15514.35,0,买一送一,0
4725,男,43,扬州,2,1,1,597,975.92,104749.5798,疯狂打折,1
4726,女,59,苏州,9,1,0,792,30875.56,124980.0171,疯狂打折,1
4727,男,42,扬州,8,2,0,716,34569.86,0,买一送一,0
4728,男,28,杭州,2,2,1,835,29552.44,201190.6203,买一送一,0
4729,女,32,杭州,5,2,1,688,33959.42,0,疯狂打折,0
4730,男,24,杭州,7,2,1,487,18847.03,164362.5507,买一送一,0
4731,女,40,扬州,5,2,0,758,23560,115004.7786,疯狂打折,0
4732,男,36,杭州,6,2,0,624,16204.58,0,疯狂打折,0
4733,女,37,杭州,4,1,1,798,15961.39,137419.3884,买一送一,0
4734,男,58,苏州,3,2,1,817,8189.5,140622.9357,买一送一,0
4735,男,50,杭州,7,2,1,656,13794.15,0,疯狂打折,0
4736,女,32,杭州,7,2,1,737,36214.66,158118.1728,疯狂打折,0
4737,女,32,杭州,5,2,0,678,17262.8,0,买一送一,0
4738,女,71,杭州,1,1,1,543,4904.4,128299.7871,买一送一,0
4739,女,23,苏州,9,1,1,671,30507.31,152450.1114,买一送一,0
4740,女,55,苏州,7,2,0,603,26667.13,157099.5975,买一送一,1
4741,女,41,杭州,2,1,1,649,13484.49,154715.8329,买一送一,0
4742,男,54,苏州,3,1,0,749,17846.32,178065.7962,买一送一,1
4743,男,36,杭州,9,1,0,613,15935.7,161507.7453,疯狂打折,0
4744,女,36,扬州,3,2,1,667,35724.99,149497.3611,买一送一,0
4745,男,48,杭州,4,2,1,698,33999.21,124523.0352,疯狂打折,1
4746,女,43,杭州,7,1,0,678,21110.11,219031.4259,疯狂打折,0
4747,男,42,苏州,1,1,1,684,4423.64,144759.93,买一送一,1
4748,男,27,杭州,0,1,0,594,29046.36,242361.414,疯狂打折,0
4749,男,40,杭州,5,2,1,606,13556.26,0,买一送一,0
4750,男,60,杭州,6,2,1,800,25185.1,108906.1311,买一送一,0
4751,男,37,苏州,5,2,0,494,32899.25,131740.7859,买一送一,0
4752,女,33,杭州,2,1,1,782,19477.32,116226.4269,疯狂打折,0
4753,男,29,杭州,6,2,1,850,2040.63,0,买一送一,0
4754,女,29,杭州,4,1,1,654,27037.1,119279.2131,疯狂打折,0
4755,男,50,扬州,3,2,0,506,2297.66,0,买一送一,0
4756,男,43,杭州,8,2,0,622,19238.65,0,买一送一,0
4757,男,31,扬州,8,2,1,759,18945.83,0,买一送一,0
4758,女,36,苏州,1,2,1,559,10360.24,128359.0362,疯狂打折,0
4759,女,37,扬州,2,2,1,599,27483.61,0,买一送一,0
4760,女,38,扬州,1,2,0,635,17324.1,0,买一送一,0
4761,女,36,杭州,3,1,1,768,24067.01,173841.9885,疯狂打折,0
4762,男,34,杭州,3,1,0,557,25367.72,102181.02,买一送一,0
4763,女,35,扬州,6,2,1,608,27430.83,0,买一送一,0
4764,男,41,苏州,10,2,1,555,35446.87,139322.346,买一送一,0
4765,男,74,杭州,2,2,1,601,9857.47,0,疯狂打折,0
4766,男,30,苏州,1,1,1,632,15042.16,72161.6646,买一送一,0
4767,男,24,杭州,9,1,0,770,31980.18,125247.2961,买一送一,0
4768,男,35,苏州,7,2,1,781,33238.53,113807.1645,买一送一,0
4769,女,34,杭州,3,2,1,626,7240.97,0,买一送一,0
4770,男,44,扬州,3,1,1,733,19429.71,130467.1947,疯狂打折,0
4771,男,44,杭州,2,1,1,658,2711.03,207127.4982,买一送一,0
4772,男,29,杭州,0,2,1,411,10226.23,73427.5191,买一送一,0
4773,女,43,杭州,8,2,0,709,32129.18,0,疯狂打折,1
4774,男,54,杭州,2,1,0,675,28601.08,0,买一送一,1
4775,女,38,杭州,5,1,1,715,1086.83,145866.2043,买一送一,1
4776,男,25,杭州,7,2,1,521,30187.12,0,买一送一,0
4777,女,32,杭州,3,1,0,710,18124.34,0,买一送一,0
4778,男,37,杭州,8,1,0,516,19471.23,0,买一送一,0
4779,男,37,杭州,0,2,0,624,21434.9,0,疯狂打折,0
4780,女,33,苏州,1,1,1,767,25330.92,178046.4483,买一送一,0
4781,女,69,扬州,9,1,1,668,25713.78,0,疯狂打折,0
4782,男,37,苏州,2,1,1,515,36016.45,111232.4916,买一送一,1
4783,女,29,杭州,0,2,0,647,31494.82,120864.0558,买一送一,0
4784,男,40,杭州,9,2,0,694,7736.71,0,买一送一,0
4785,女,52,苏州,8,1,0,619,4570.65,152641.9299,疯狂打折,0
4786,女,34,杭州,3,1,0,648,10463.94,0,买一送一,0
4787,男,33,杭州,6,1,0,676,15124.21,210933.6594,疯狂打折,0
4788,男,45,杭州,5,2,1,615,31527.08,0,买一送一,0
4789,男,61,杭州,10,1,1,682,32914.21,90636.486,买一送一,0
4790,男,48,杭州,6,1,0,598,5857.65,148439.5119,买一送一,1
4791,男,33,杭州,8,2,0,626,26482.65,0,买一送一,0
4792,男,38,杭州,10,2,0,711,10193.45,0,疯狂打折,0
4793,女,33,扬州,7,1,0,545,28767.28,213197.7696,买一送一,0
4794,男,34,杭州,9,2,0,426,20626.56,0,买一送一,0
4795,女,34,扬州,5,4,1,671,5399.28,161042.6946,买一送一,1
4796,男,40,苏州,1,1,0,568,25736.31,122117.6349,疯狂打折,1
4797,男,35,扬州,0,2,0,676,26751.73,0,疯狂打折,0
4798,男,52,杭州,3,1,0,691,33622.11,0,买一送一,1
4799,男,42,杭州,9,2,0,552,19324.99,164452.3161,买一送一,1
4800,男,42,苏州,9,2,0,512,2835.28,115565.6709,买一送一,0
4801,男,40,扬州,1,1,1,673,623.05,149603.9406,买一送一,0
4802,男,43,苏州,1,2,1,712,17381.5,174352.1802,疯狂打折,0
4803,男,65,杭州,6,1,0,641,6234.75,47158.2246,买一送一,1
4804,男,41,杭州,3,2,0,850,24644.81,0,买一送一,0
4805,男,41,杭州,6,2,0,667,31965.92,0,疯狂打折,0
4806,男,39,杭州,2,2,0,578,13492.14,0,买一送一,0
4807,男,42,杭州,6,1,0,741,37225,130424.9196,买一送一,1
4808,女,38,杭州,1,1,0,675,4219.66,127940.7624,疯狂打折,1
4809,男,61,杭州,8,1,1,523,4179.55,81488.3733,买一送一,0
4810,女,62,杭州,8,1,1,786,31683.1,0,买一送一,0
4811,男,33,扬州,9,1,1,809,23718.09,0,买一送一,0
4812,女,33,扬州,0,1,0,636,17643.87,0,买一送一,1
4813,女,28,苏州,7,2,0,488,20420.55,171272.8506,买一送一,0
4814,女,51,扬州,3,3,0,569,14356.58,0,买一送一,1
4815,女,36,苏州,10,1,0,677,6324.13,84632.4132,买一送一,0
4816,女,37,扬州,5,2,1,532,1292.89,0,疯狂打折,0
4817,女,37,苏州,6,1,0,668,22110.57,206473.212,买一送一,0
4818,男,80,扬州,8,2,1,809,6532.32,0,疯狂打折,0
4819,男,30,苏州,5,2,1,850,19537.33,151548.9888,买一送一,0
4820,男,48,杭州,9,1,1,814,35524.26,168014.1255,买一送一,0
4821,女,50,扬州,1,1,1,675,1581.27,163842.0393,疯狂打折,0
4822,女,42,杭州,1,1,0,712,17633.57,108046.8654,疯狂打折,0
4823,男,35,扬州,6,1,0,599,14698.05,168636.2595,疯狂打折,0
4824,女,33,杭州,4,1,0,564,12078.39,167213.8998,买一送一,0
4825,女,43,苏州,7,1,0,504,37225.76,125909.5527,买一送一,1
4826,女,37,扬州,6,2,1,763,28624.33,0,买一送一,0
4827,女,42,扬州,5,3,0,453,15871.6,0,买一送一,1
4828,男,74,苏州,7,1,1,666,8828.38,129276.075,买一送一,0
4829,女,37,杭州,10,1,0,680,15636.1,152281.7244,买一送一,1
4830,女,34,扬州,8,2,0,751,91.69,156327.0222,疯狂打折,0
4831,女,38,杭州,10,1,0,537,10007.26,0,疯狂打折,1
4832,男,37,苏州,8,2,1,498,2842.26,133372.4424,买一送一,0
4833,女,32,杭州,1,1,0,627,20430.53,0,买一送一,0
4834,女,42,苏州,7,1,1,680,17315.15,130038.9087,买一送一,1
4835,女,42,苏州,10,2,1,791,26758.44,139798.6143,疯狂打折,1
4836,男,30,苏州,2,2,1,633,26713.73,135037.7886,买一送一,0
4837,女,55,扬州,0,1,0,779,4365.71,163954.0554,买一送一,1
4838,女,26,杭州,8,1,0,597,8093.8,184486.9497,买一送一,0
4839,女,45,扬州,8,1,0,651,16210.78,117985.167,买一送一,1
4840,男,40,杭州,4,2,1,651,28243.94,0,买一送一,0
4841,男,38,苏州,9,2,1,691,19791.82,201677.7987,疯狂打折,0
4842,男,41,苏州,9,3,1,549,25183.66,116875.584,买一送一,1
4843,男,38,扬州,1,1,1,645,31790.6,83738.154,疯狂打折,0
4844,男,35,杭州,2,2,1,850,10897.06,0,买一送一,0
4845,男,28,扬州,6,2,0,647,19565.04,184000.6446,买一送一,0
4846,男,47,苏州,9,2,1,575,12132.34,132736.6062,买一送一,1
4847,男,33,扬州,4,1,0,679,224.32,118215.5706,买一送一,0
4848,男,43,扬州,1,2,1,643,27870.82,0,买一送一,0
4849,女,44,苏州,2,1,0,685,27798.67,147178.7619,买一送一,1
4850,男,62,扬州,3,2,1,709,15716.08,0,买一送一,0
4851,男,33,苏州,8,1,1,628,6151.82,187136.9847,买一送一,0
4852,男,31,杭州,9,2,0,775,32366.82,0,买一送一,0
4853,男,51,杭州,9,2,0,701,11847.33,0,疯狂打折,0
4854,女,35,杭州,5,1,0,705,25619.71,0,买一送一,1
4855,女,20,杭州,6,1,1,546,3921.38,0,疯狂打折,0
4856,女,56,扬州,4,1,1,740,16255.57,121889.7159,买一送一,1
4857,女,46,杭州,2,1,1,850,3630.23,194176.1271,买一送一,0
4858,女,29,苏州,3,1,1,636,25224.54,119709.9345,疯狂打折,0
4859,男,38,杭州,0,1,1,687,26247.95,177674.2134,疯狂打折,0
4860,男,36,杭州,3,2,1,628,1671.68,0,买一送一,0
4861,男,30,杭州,7,1,0,563,23378.34,111595.1817,买一送一,0
4862,男,35,苏州,9,1,1,580,6820.54,149266.8837,疯狂打折,0
4863,男,26,杭州,6,1,1,674,28560.11,204497.2908,买一送一,0
4864,男,30,苏州,6,2,0,647,565.09,176060.8593,买一送一,0
4865,男,40,扬州,8,1,0,708,19328.82,102109.3233,买一送一,0
4866,男,33,苏州,0,1,1,742,20586.59,223437.5073,买一送一,0
4867,女,70,杭州,3,2,1,792,32933.13,0,买一送一,0
4868,男,39,扬州,10,1,0,686,17055.35,167597.4138,疯狂打折,0
4869,女,55,苏州,7,1,1,497,1906.81,162087.7518,买一送一,0
4870,男,66,杭州,8,1,1,748,31229.76,0,买一送一,0
4871,男,37,扬州,4,1,1,561,16986.26,124808.4567,疯狂打折,0
4872,女,39,扬州,10,2,1,850,27348,0,买一送一,0
4873,男,71,杭州,5,2,1,720,37798.94,225256.5297,买一送一,0
4874,女,36,扬州,6,1,0,649,3790.64,106527.0897,疯狂打折,0
4875,男,38,扬州,9,1,1,749,2590.69,159135.3336,买一送一,0
4876,女,54,扬州,0,1,1,596,29346.63,96095.3244,买一送一,1
4877,男,36,杭州,1,2,1,721,9493.95,190867.5009,买一送一,0
4878,男,47,扬州,4,1,0,700,23288.43,0,买一送一,1
4879,男,38,杭州,9,2,1,713,4997.49,88912.8132,买一送一,0
4880,男,25,扬州,8,2,1,668,25834.05,0,买一送一,0
4881,女,43,苏州,10,1,1,692,30830.14,145864.2609,买一送一,1
4882,男,37,扬州,3,2,1,602,29277.76,132339.2547,疯狂打折,0
4883,女,27,杭州,10,1,0,832,5910.68,121266.0075,买一送一,0
4884,女,22,杭州,2,2,1,662,18620.03,155425.9611,买一送一,0
4885,女,31,扬州,8,2,0,740,16569.3,0,疯狂打折,0
4886,女,40,杭州,9,1,1,850,31355.57,122774.2458,买一送一,1
4887,男,31,苏州,4,2,0,694,4993.65,174646.8021,买一送一,0
4888,男,49,苏州,4,1,1,645,16900.95,196964.6724,疯狂打折,0
4889,女,52,杭州,6,1,1,510,25107.56,235748.2083,买一送一,1
4890,男,26,杭州,9,1,0,466,2073.12,129792.1338,买一送一,0
4891,男,32,扬州,9,3,1,695,7367.83,0,疯狂打折,0
4892,女,44,苏州,5,2,1,667,10930.05,172700.2164,疯狂打折,0
4893,女,49,扬州,10,2,1,648,30561.33,0,买一送一,1
4894,女,72,苏州,5,1,0,782,498.21,182860.3977,买一送一,1
4895,男,34,苏州,2,1,1,727,13780.82,180080.7453,买一送一,0
4896,男,41,杭州,4,1,0,765,19149.79,152744.1183,疯狂打折,0
4897,男,31,扬州,6,1,1,577,37551.67,0,买一送一,0
4898,男,35,杭州,7,2,0,660,2527.45,0,买一送一,0
4899,男,40,苏州,7,1,1,657,22817.19,121973.9832,疯狂打折,1
4900,男,44,杭州,3,2,0,624,16903.92,0,买一送一,0
4901,男,45,扬州,7,1,0,743,23981.72,193518.6798,买一送一,0
4902,男,33,杭州,2,1,0,750,13639.28,187332.3456,买一送一,0
4903,女,24,杭州,0,2,1,588,26880.7,0,买一送一,0
4904,男,35,杭州,9,1,0,661,16051.56,123132.8277,买一送一,0
4905,女,26,杭州,6,2,1,687,6292.37,0,买一送一,0
4906,男,38,扬州,6,1,1,539,29231.37,0,买一送一,1
4907,男,26,杭州,3,2,0,678,953.98,0,买一送一,0
4908,男,43,扬州,1,1,0,668,27089.81,181015.7175,疯狂打折,0
4909,男,38,扬州,7,1,1,721,10236.09,0,疯狂打折,0
4910,男,42,苏州,8,2,0,750,13134.87,186758.7228,买一送一,0
4911,女,52,杭州,9,1,0,556,33489.33,0,买一送一,1
4912,女,53,扬州,9,1,0,544,24032.9,0,买一送一,1
4913,女,53,杭州,4,1,0,594,1034.17,0,买一送一,1
4914,女,29,扬州,10,1,1,590,24785.73,122077.5984,买一送一,0
4915,男,34,扬州,10,2,1,570,35064.45,0,疯狂打折,0
4916,女,37,杭州,6,2,0,616,16489.9,0,买一送一,0
4917,男,39,扬州,5,2,1,679,19132.03,0,买一送一,0
4918,女,38,苏州,2,1,0,557,19517.4,159769.0788,疯狂打折,0
4919,男,36,扬州,1,2,0,724,10031.02,0,买一送一,0
4920,女,40,杭州,7,2,0,685,19865.88,0,买一送一,0
4921,女,25,苏州,1,1,1,620,14569.22,169385.7723,买一送一,0
4922,男,50,杭州,9,2,1,549,2601.94,116540.9748,疯狂打折,0
4923,男,35,扬州,10,2,1,701,13608.72,196423.497,买一送一,0
4924,男,44,杭州,6,1,0,657,15118.9,94088.8992,买一送一,0
4925,女,43,苏州,7,2,0,597,10671.11,146526.7758,买一送一,0
4926,男,39,杭州,3,1,0,752,35982.22,0,买一送一,0
4927,女,21,扬州,8,2,1,687,29592.22,0,买一送一,0
4928,男,34,杭州,4,1,0,715,18696.54,152906.7735,疯狂打折,0
4929,男,37,扬州,4,1,0,548,23281.77,0,买一送一,0
4930,女,34,扬州,1,2,1,587,18725.17,0,买一送一,0
4931,男,27,杭州,10,2,0,747,2487.16,0,疯狂打折,0
4932,女,35,扬州,7,2,1,624,878.59,147177.4335,买一送一,0
4933,女,38,杭州,3,1,0,733,3758.78,193919.7828,疯狂打折,0
4934,男,34,杭州,7,2,1,663,34498.51,0,买一送一,0
4935,女,40,苏州,8,1,0,603,20086.59,183143.3346,疯狂打折,0
4936,男,31,苏州,9,1,1,799,16941.66,190141.9116,疯狂打折,1
4937,女,54,杭州,7,2,1,719,23908.51,0,买一送一,0
4938,男,35,扬州,2,1,1,614,5985.15,156559.0494,买一送一,0
4939,女,61,苏州,2,1,1,445,5718.89,169316.0313,疯狂打折,0
4940,女,37,杭州,8,1,0,516,643.08,139166.0376,疯狂打折,0
4941,女,46,扬州,3,1,1,617,16555.9,131021.4327,疯狂打折,0
4942,女,30,杭州,9,2,0,799,26162.13,0,买一送一,0
4943,女,33,杭州,6,2,1,685,35714.15,0,疯狂打折,0
4944,女,34,杭州,7,2,1,534,13418.54,149508.4434,买一送一,0
4945,男,30,杭州,9,1,1,599,23159.56,129695.7264,买一送一,0
4946,女,29,杭州,4,2,0,590,23297.66,0,买一送一,0
4947,女,28,扬州,6,2,1,604,13203.87,0,买一送一,0
4948,男,58,扬州,4,1,1,703,16280.83,114305.0316,疯狂打折,0
4949,男,33,扬州,4,1,0,599,21342.78,63579.7947,买一送一,1
4950,女,28,苏州,3,1,0,453,26165.72,172183.5795,买一送一,0
4951,男,36,杭州,4,2,0,610,19624.92,159211.569,买一送一,0
4952,男,37,杭州,2,2,0,553,6477.49,0,买一送一,0
4953,男,43,扬州,6,2,1,577,28577.01,0,买一送一,0
4954,男,29,扬州,0,1,0,683,10627.63,164454.5547,买一送一,1
4955,女,53,杭州,7,2,0,595,7910.45,0,买一送一,1
4956,男,33,扬州,3,2,1,720,27323.79,152254.2093,买一送一,0
4957,女,40,杭州,3,1,1,601,31482.22,113228.0928,疯狂打折,1
4958,女,40,杭州,6,2,1,629,26645.56,0,买一送一,0
4959,女,38,杭州,2,2,0,850,1723.72,0,买一送一,0
4960,女,36,扬州,3,1,0,668,36512.13,164434.4196,买一送一,1
4961,女,39,苏州,9,2,0,527,18109.26,119001.1347,买一送一,0
4962,男,50,杭州,9,4,1,792,37227.68,0,买一送一,1
4963,男,35,苏州,5,1,1,791,34783.6,159689.1534,买一送一,1
4964,男,36,苏州,7,1,1,675,28565.9,109974.2385,买一送一,0
4965,男,42,杭州,1,2,1,749,27445.22,159625.3656,疯狂打折,0
4966,女,34,杭州,5,2,0,614,35480.28,0,买一送一,0
4967,女,32,杭州,4,2,0,774,21969.24,0,疯狂打折,0
4968,男,41,杭州,7,2,0,764,25789.35,0,疯狂打折,0
4969,女,41,杭州,7,3,0,794,31840.58,217519.8543,买一送一,1
4970,男,33,杭州,2,1,1,637,20883.25,179250.1509,疯狂打折,0
4971,女,72,杭州,4,1,1,635,5248.24,92019.7932,疯狂打折,0
4972,女,28,杭州,3,2,0,619,10209.2,0,买一送一,0
4973,男,39,杭州,4,1,0,663,14700.58,0,买一送一,0
4974,男,56,苏州,1,2,0,698,17969.79,138270.2163,疯狂打折,1
4975,女,34,苏州,2,2,0,621,8576.94,112247.9796,买一送一,0
4976,女,29,杭州,4,2,1,539,19296.21,0,买一送一,0
4977,男,45,杭州,5,1,0,656,16655.36,157273.212,买一送一,0
4978,男,30,杭州,7,1,1,666,31285.95,135060.519,疯狂打折,0
4979,男,39,杭州,2,2,0,629,15826.78,159493.2636,买一送一,0
4980,男,45,杭州,1,1,1,640,2085.72,0,买一送一,0
4981,男,21,扬州,9,2,0,620,29614.3,0,疯狂打折,0
4982,女,40,杭州,6,1,1,745,9524.97,161357.1441,买一送一,0
4983,男,38,杭州,1,2,0,691,8537.95,0,疯狂打折,0
4984,女,38,扬州,2,1,0,815,35334,59516.01,买一送一,0
4985,男,27,苏州,2,2,1,652,27917.34,204829.2924,疯狂打折,0
4986,女,43,苏州,9,1,0,735,35290.63,121533.1635,疯狂打折,1
4987,女,42,杭州,10,2,0,697,11723.16,0,买一送一,0
4988,女,27,杭州,4,2,1,573,30124.2,0,买一送一,0
4989,男,29,杭州,9,1,0,542,1595.09,0,买一送一,0
4990,女,32,苏州,7,1,1,749,30143.04,97813.4499,疯狂打折,0
4991,女,39,杭州,8,1,0,651,26281.56,0,买一送一,0
4992,男,41,苏州,3,1,0,547,33517.37,185965.3113,买一送一,1
4993,女,46,苏州,3,2,0,684,29471.76,126634.8222,买一送一,0
4994,男,46,扬州,3,1,1,695,10764.4,150736.0572,买一送一,0
4995,女,35,杭州,8,1,0,619,12558.87,162719.9349,买一送一,0
4996,男,25,苏州,8,1,1,498,25279.25,149694.3579,买一送一,0
4997,女,40,杭州,6,1,0,803,2357.18,203597.8533,买一送一,0
4998,女,29,杭州,2,1,1,712,27605.16,0,买一送一,0
4999,女,30,苏州,10,2,0,646,26191.92,123674.8641,疯狂打折,0
5000,男,31,杭州,8,1,0,627,18380.77,157602.0279,买一送一,0
5001,男,29,苏州,4,1,1,619,25184.03,121715.7201,疯狂打折,0
5002,女,40,杭州,6,1,1,724,16625.37,135366.9735,买一送一,0
5003,男,34,杭州,4,2,1,546,4922.39,203396.8713,买一送一,1
5004,女,32,杭州,6,2,1,545,9955.52,0,买一送一,0
5005,男,30,扬州,9,1,1,613,33612.97,137670.7635,买一送一,0
5006,男,32,杭州,9,2,0,590,26556.24,0,买一送一,0
5007,男,46,扬州,9,1,1,770,2815.55,234533.9646,买一送一,0
5008,男,23,杭州,9,1,0,835,3784.65,0,买一送一,1
5009,男,40,杭州,5,1,1,701,29357.08,208783.4472,买一送一,1
5010,男,34,扬州,3,2,1,720,14731.88,0,买一送一,0
5011,女,26,扬州,7,2,0,597,21080.91,0,买一送一,0
5012,男,38,杭州,8,2,0,654,16952.09,0,买一送一,0
5013,男,61,扬州,2,2,1,758,8409.63,0,买一送一,0
5014,女,36,杭州,3,1,1,676,18239.66,112805.2557,买一送一,0
5015,男,69,苏州,2,2,1,593,20248.31,230026.1499,疯狂打折,0
5016,男,46,杭州,1,2,0,721,19684.66,142390.1136,疯狂打折,0
5017,男,62,扬州,7,1,1,587,1295.77,149182.1121,疯狂打折,0
5018,男,31,苏州,9,2,1,660,26744.63,153983.3925,买一送一,0
5019,男,31,扬州,9,1,1,837,9746.19,128754.7026,疯狂打折,0
5020,男,47,苏州,1,2,1,673,6510.04,225802.8342,疯狂打折,0
5021,女,52,扬州,0,1,0,845,6066.3,0,买一送一,1
5022,男,32,扬州,10,1,0,593,31902.59,195001.0266,买一送一,0
5023,女,42,杭州,10,2,1,787,15202.74,179566.0395,买一送一,0
5024,女,26,杭州,3,1,0,780,22398.49,172638.741,买一送一,0
5025,男,37,杭州,5,1,1,517,6026.22,139369.8732,疯狂打折,0
5026,女,50,扬州,1,1,1,584,29171.65,0,疯狂打折,1
5027,男,34,扬州,6,1,1,421,2325.57,111589.7328,买一送一,0
5028,女,31,杭州,0,1,0,594,14962.87,97589.3685,买一送一,0
5029,男,34,扬州,3,2,0,550,25101.58,0,疯狂打折,0
5030,女,44,苏州,6,1,0,614,25543.23,146020.5078,买一送一,1
5031,女,79,扬州,5,1,1,712,33292.33,132936.6288,买一送一,0
5032,男,25,扬州,2,2,0,448,18205.68,0,疯狂打折,0
5033,男,49,杭州,8,1,1,675,34325.28,166214.0697,疯狂打折,1
5034,女,33,苏州,3,2,1,805,6373.01,129966.1788,疯狂打折,0
5035,女,59,苏州,5,1,1,668,9647.18,147809.1861,疯狂打折,0
5036,男,30,杭州,0,1,1,496,5315.86,111885.0927,疯狂打折,0
5037,女,38,苏州,8,1,0,430,19001.39,188262.1272,买一送一,0
